p cnf 153 19380
-64 -91 -127 -140 -150 -75 0
-76 -91 -127 -140 -150 -87 0
-7 -101 -127 -140 -150 -17 0
-23 -101 -127 -140 -150 -33 0
-38 -101 -127 -140 -150 -48 0
-52 -101 -127 -140 -150 -62 0
-65 -101 -127 -140 -150 -75 0
-77 -101 -127 -140 -150 -87 0
-88 -101 -127 -140 -150 -98 0
-8 -110 -127 -140 -150 -17 0
-24 -110 -127 -140 -150 -33 0
-39 -110 -127 -140 -150 -48 0
-53 -110 -127 -140 -150 -62 0
-66 -110 -127 -140 -150 -75 0
-78 -110 -127 -140 -150 -87 0
-89 -110 -127 -140 -150 -98 0
-99 -110 -127 -140 -150 -108 0
-9 -118 -127 -140 -150 -17 0
-25 -118 -127 -140 -150 -33 0
-40 -118 -127 -140 -150 -48 0
-54 -118 -127 -140 -150 -62 0
-67 -118 -127 -140 -150 -75 0
-79 -118 -127 -140 -150 -87 0
-90 -118 -127 -140 -150 -98 0
-100 -118 -127 -140 -150 -108 0
-109 -118 -127 -140 -150 -117 0
-1 -27 -133 -140 -150 -17 0
-2 -42 -133 -140 -150 -17 0
-18 -42 -133 -140 -150 -33 0
-3 -56 -133 -140 -150 -17 0
-19 -56 -133 -140 -150 -33 0
-34 -56 -133 -140 -150 -48 0
-4 -69 -133 -140 -150 -17 0
-20 -69 -133 -140 -150 -33 0
-35 -69 -133 -140 -150 -48 0
-49 -69 -133 -140 -150 -62 0
-5 -81 -133 -140 -150 -17 0
-21 -81 -133 -140 -150 -33 0
-36 -81 -133 -140 -150 -48 0
-50 -81 -133 -140 -150 -62 0
-63 -81 -133 -140 -150 -75 0
-6 -92 -133 -140 -150 -17 0
-22 -92 -133 -140 -150 -33 0
-37 -92 -133 -140 -150 -48 0
-51 -92 -133 -140 -150 -62 0
-64 -92 -133 -140 -150 -75 0
-76 -92 -133 -140 -150 -87 0
-7 -102 -133 -140 -150 -17 0
-23 -102 -133 -140 -150 -33 0
-38 -102 -133 -140 -150 -48 0
-52 -102 -133 -140 -150 -62 0
-65 -102 -133 -140 -150 -75 0
-77 -102 -133 -140 -150 -87 0
-88 -102 -133 -140 -150 -98 0
-8 -111 -133 -140 -150 -17 0
-24 -111 -133 -140 -150 -33 0
-39 -111 -133 -140 -150 -48 0
-53 -111 -133 -140 -150 -62 0
-66 -111 -133 -140 -150 -75 0
-78 -111 -133 -140 -150 -87 0
-89 -111 -133 -140 -150 -98 0
-99 -111 -133 -140 -150 -108 0
-9 -119 -133 -140 -150 -17 0
-25 -119 -133 -140 -150 -33 0
-40 -119 -133 -140 -150 -48 0
-54 -119 -133 -140 -150 -62 0
-67 -119 -133 -140 -150 -75 0
-79 -119 -133 -140 -150 -87 0
-90 -119 -133 -140 -150 -98 0
-100 -119 -133 -140 -150 -108 0
-109 -119 -133 -140 -150 -117 0
-10 -126 -133 -140 -150 -17 0
-26 -126 -133 -140 -150 -33 0
-41 -126 -133 -140 -150 -48 0
-55 -126 -133 -140 -150 -62 0
-68 -126 -133 -140 -150 -75 0
-80 -126 -133 -140 -150 -87 0
-91 -126 -133 -140 -150 -98 0
-101 -126 -133 -140 -150 -108 0
-110 -126 -133 -140 -150 -117 0
-118 -126 -133 -140 -150 -125 0
-1 -18 -44 -144 -150 -17 0
-1 -19 -58 -144 -150 -17 0
-2 -34 -58 -144 -150 -17 0
-18 -34 -58 -144 -150 -33 0
-1 -20 -71 -144 -150 -17 0
-2 -35 -71 -144 -150 -17 0
-18 -35 -71 -144 -150 -33 0
-3 -49 -71 -144 -150 -17 0
-19 -49 -71 -144 -150 -33 0
-34 -49 -71 -144 -150 -48 0
-1 -21 -83 -144 -150 -17 0
-2 -36 -83 -144 -150 -17 0
-18 -36 -83 -144 -150 -33 0
-3 -50 -83 -144 -150 -17 0
-19 -50 -83 -144 -150 -33 0
-34 -50 -83 -144 -150 -48 0
-4 -63 -83 -144 -150 -17 0
-20 -63 -83 -144 -150 -33 0
-35 -63 -83 -144 -150 -48 0
-49 -63 -83 -144 -150 -62 0
-1 -22 -94 -144 -150 -17 0
-2 -37 -94 -144 -150 -17 0
-18 -37 -94 -144 -150 -33 0
-3 -51 -94 -144 -150 -17 0
-19 -51 -94 -144 -150 -33 0
-34 -51 -94 -144 -150 -48 0
-4 -64 -94 -144 -150 -17 0
-20 -64 -94 -144 -150 -33 0
-35 -64 -94 -144 -150 -48 0
-49 -64 -94 -144 -150 -62 0
-5 -76 -94 -144 -150 -17 0
-21 -76 -94 -144 -150 -33 0
-36 -76 -94 -144 -150 -48 0
-50 -76 -94 -144 -150 -62 0
-63 -76 -94 -144 -150 -75 0
-1 -23 -104 -144 -150 -17 0
-2 -38 -104 -144 -150 -17 0
-18 -38 -104 -144 -150 -33 0
-3 -52 -104 -144 -150 -17 0
-19 -52 -104 -144 -150 -33 0
-34 -52 -104 -144 -150 -48 0
-4 -65 -104 -144 -150 -17 0
-20 -65 -104 -144 -150 -33 0
-35 -65 -104 -144 -150 -48 0
-49 -65 -104 -144 -150 -62 0
-5 -77 -104 -144 -150 -17 0
-21 -77 -104 -144 -150 -33 0
-36 -77 -104 -144 -150 -48 0
-50 -77 -104 -144 -150 -62 0
-63 -77 -104 -144 -150 -75 0
-6 -88 -104 -144 -150 -17 0
-22 -88 -104 -144 -150 -33 0
-37 -88 -104 -144 -150 -48 0
-51 -88 -104 -144 -150 -62 0
-64 -88 -104 -144 -150 -75 0
-76 -88 -104 -144 -150 -87 0
-1 -24 -113 -144 -150 -17 0
-2 -39 -113 -144 -150 -17 0
-18 -39 -113 -144 -150 -33 0
-3 -53 -113 -144 -150 -17 0
-19 -53 -113 -144 -150 -33 0
-34 -53 -113 -144 -150 -48 0
-4 -66 -113 -144 -150 -17 0
-20 -66 -113 -144 -150 -33 0
-35 -66 -113 -144 -150 -48 0
-49 -66 -113 -144 -150 -62 0
-5 -78 -113 -144 -150 -17 0
-21 -78 -113 -144 -150 -33 0
-36 -78 -113 -144 -150 -48 0
-50 -78 -113 -144 -150 -62 0
-63 -78 -113 -144 -150 -75 0
-6 -89 -113 -144 -150 -17 0
-22 -89 -113 -144 -150 -33 0
-37 -89 -113 -144 -150 -48 0
-51 -89 -113 -144 -150 -62 0
-64 -89 -113 -144 -150 -75 0
-76 -89 -113 -144 -150 -87 0
-7 -99 -113 -144 -150 -17 0
-23 -99 -113 -144 -150 -33 0
-38 -99 -113 -144 -150 -48 0
-52 -99 -113 -144 -150 -62 0
-65 -99 -113 -144 -150 -75 0
-77 -99 -113 -144 -150 -87 0
-88 -99 -113 -144 -150 -98 0
-1 -25 -121 -144 -150 -17 0
-2 -40 -121 -144 -150 -17 0
-18 -40 -121 -144 -150 -33 0
-3 -54 -121 -144 -150 -17 0
-19 -54 -121 -144 -150 -33 0
-34 -54 -121 -144 -150 -48 0
-4 -67 -121 -144 -150 -17 0
-20 -67 -121 -144 -150 -33 0
-35 -67 -121 -144 -150 -48 0
-49 -67 -121 -144 -150 -62 0
-5 -79 -121 -144 -150 -17 0
-21 -79 -121 -144 -150 -33 0
-36 -79 -121 -144 -150 -48 0
-50 -79 -121 -144 -150 -62 0
-63 -79 -121 -144 -150 -75 0
-6 -90 -121 -144 -150 -17 0
-22 -90 -121 -144 -150 -33 0
-37 -90 -121 -144 -150 -48 0
-51 -90 -121 -144 -150 -62 0
-64 -90 -121 -144 -150 -75 0
-76 -90 -121 -144 -150 -87 0
-7 -100 -121 -144 -150 -17 0
-23 -100 -121 -144 -150 -33 0
-38 -100 -121 -144 -150 -48 0
-52 -100 -121 -144 -150 -62 0
-65 -100 -121 -144 -150 -75 0
-77 -100 -121 -144 -150 -87 0
-88 -100 -121 -144 -150 -98 0
-8 -109 -121 -144 -150 -17 0
-24 -109 -121 -144 -150 -33 0
-39 -109 -121 -144 -150 -48 0
-53 -109 -121 -144 -150 -62 0
-66 -109 -121 -144 -150 -75 0
-78 -109 -121 -144 -150 -87 0
-89 -109 -121 -144 -150 -98 0
-99 -109 -121 -144 -150 -108 0
-1 -26 -128 -144 -150 -17 0
-2 -41 -128 -144 -150 -17 0
-18 -41 -128 -144 -150 -33 0
-3 -55 -128 -144 -150 -17 0
-19 -55 -128 -144 -150 -33 0
-34 -55 -128 -144 -150 -48 0
-4 -68 -128 -144 -150 -17 0
-20 -68 -128 -144 -150 -33 0
-35 -68 -128 -144 -150 -48 0
-49 -68 -128 -144 -150 -62 0
-5 -80 -128 -144 -150 -17 0
-21 -80 -128 -144 -150 -33 0
-36 -80 -128 -144 -150 -48 0
-50 -80 -128 -144 -150 -62 0
-63 -80 -128 -144 -150 -75 0
-6 -91 -128 -144 -150 -17 0
-22 -91 -128 -144 -150 -33 0
-37 -91 -128 -144 -150 -48 0
-51 -91 -128 -144 -150 -62 0
-64 -91 -128 -144 -150 -75 0
-76 -91 -128 -144 -150 -87 0
-7 -101 -128 -144 -150 -17 0
-23 -101 -128 -144 -150 -33 0
-38 -101 -128 -144 -150 -48 0
-52 -101 -128 -144 -150 -62 0
-65 -101 -128 -144 -150 -75 0
-77 -101 -128 -144 -150 -87 0
-88 -101 -128 -144 -150 -98 0
-8 -110 -128 -144 -150 -17 0
-24 -110 -128 -144 -150 -33 0
-39 -110 -128 -144 -150 -48 0
-53 -110 -128 -144 -150 -62 0
-66 -110 -128 -144 -150 -75 0
-78 -110 -128 -144 -150 -87 0
-89 -110 -128 -144 -150 -98 0
-99 -110 -128 -144 -150 -108 0
-9 -118 -128 -144 -150 -17 0
-25 -118 -128 -144 -150 -33 0
-40 -118 -128 -144 -150 -48 0
-54 -118 -128 -144 -150 -62 0
-67 -118 -128 -144 -150 -75 0
-79 -118 -128 -144 -150 -87 0
-90 -118 -128 -144 -150 -98 0
-100 -118 -128 -144 -150 -108 0
-109 -118 -128 -144 -150 -117 0
-1 -27 -134 -144 -150 -17 0
-2 -42 -134 -144 -150 -17 0
-18 -42 -134 -144 -150 -33 0
-3 -56 -134 -144 -150 -17 0
-19 -56 -134 -144 -150 -33 0
-34 -56 -134 -144 -150 -48 0
-4 -69 -134 -144 -150 -17 0
-20 -69 -134 -144 -150 -33 0
-35 -69 -134 -144 -150 -48 0
-49 -69 -134 -144 -150 -62 0
-5 -81 -134 -144 -150 -17 0
-21 -81 -134 -144 -150 -33 0
-36 -81 -134 -144 -150 -48 0
-50 -81 -134 -144 -150 -62 0
-63 -81 -134 -144 -150 -75 0
-6 -92 -134 -144 -150 -17 0
-22 -92 -134 -144 -150 -33 0
-37 -92 -134 -144 -150 -48 0
-51 -92 -134 -144 -150 -62 0
-64 -92 -134 -144 -150 -75 0
-76 -92 -134 -144 -150 -87 0
-7 -102 -134 -144 -150 -17 0
-23 -102 -134 -144 -150 -33 0
-38 -102 -134 -144 -150 -48 0
-52 -102 -134 -144 -150 -62 0
-65 -102 -134 -144 -150 -75 0
-77 -102 -134 -144 -150 -87 0
-88 -102 -134 -144 -150 -98 0
-8 -111 -134 -144 -150 -17 0
-24 -111 -134 -144 -150 -33 0
-39 -111 -134 -144 -150 -48 0
-53 -111 -134 -144 -150 -62 0
-66 -111 -134 -144 -150 -75 0
-78 -111 -134 -144 -150 -87 0
-89 -111 -134 -144 -150 -98 0
-99 -111 -134 -144 -150 -108 0
-9 -119 -134 -144 -150 -17 0
-25 -119 -134 -144 -150 -33 0
-40 -119 -134 -144 -150 -48 0
-54 -119 -134 -144 -150 -62 0
-67 -119 -134 -144 -150 -75 0
-79 -119 -134 -144 -150 -87 0
-90 -119 -134 -144 -150 -98 0
-100 -119 -134 -144 -150 -108 0
-109 -119 -134 -144 -150 -117 0
-10 -126 -134 -144 -150 -17 0
-26 -126 -134 -144 -150 -33 0
-41 -126 -134 -144 -150 -48 0
-55 -126 -134 -144 -150 -62 0
-68 -126 -134 -144 -150 -75 0
-80 -126 -134 -144 -150 -87 0
-91 -126 -134 -144 -150 -98 0
-101 -126 -134 -144 -150 -108 0
-110 -126 -134 -144 -150 -117 0
-118 -126 -134 -144 -150 -125 0
-1 -28 -139 -144 -150 -17 0
-2 -43 -139 -144 -150 -17 0
-18 -43 -139 -144 -150 -33 0
-3 -57 -139 -144 -150 -17 0
-19 -57 -139 -144 -150 -33 0
-34 -57 -139 -144 -150 -48 0
-4 -70 -139 -144 -150 -17 0
-20 -70 -139 -144 -150 -33 0
-35 -70 -139 -144 -150 -48 0
-49 -70 -139 -144 -150 -62 0
-5 -82 -139 -144 -150 -17 0
-21 -82 -139 -144 -150 -33 0
-36 -82 -139 -144 -150 -48 0
-50 -82 -139 -144 -150 -62 0
-63 -82 -139 -144 -150 -75 0
-6 -93 -139 -144 -150 -17 0
-22 -93 -139 -144 -150 -33 0
-37 -93 -139 -144 -150 -48 0
-51 -93 -139 -144 -150 -62 0
-64 -93 -139 -144 -150 -75 0
-76 -93 -139 -144 -150 -87 0
-7 -103 -139 -144 -150 -17 0
-23 -103 -139 -144 -150 -33 0
-38 -103 -139 -144 -150 -48 0
-52 -103 -139 -144 -150 -62 0
-65 -103 -139 -144 -150 -75 0
-77 -103 -139 -144 -150 -87 0
-88 -103 -139 -144 -150 -98 0
-8 -112 -139 -144 -150 -17 0
-24 -112 -139 -144 -150 -33 0
-39 -112 -139 -144 -150 -48 0
-53 -112 -139 -144 -150 -62 0
-66 -112 -139 -144 -150 -75 0
-78 -112 -139 -144 -150 -87 0
-89 -112 -139 -144 -150 -98 0
-99 -112 -139 -144 -150 -108 0
-9 -120 -139 -144 -150 -17 0
-25 -120 -139 -144 -150 -33 0
-40 -120 -139 -144 -150 -48 0
-54 -120 -139 -144 -150 -62 0
-67 -120 -139 -144 -150 -75 0
-79 -120 -139 -144 -150 -87 0
-90 -120 -139 -144 -150 -98 0
-100 -120 -139 -144 -150 -108 0
-109 -120 -139 -144 -150 -117 0
-10 -127 -139 -144 -150 -17 0
-26 -127 -139 -144 -150 -33 0
-41 -127 -139 -144 -150 -48 0
-55 -127 -139 -144 -150 -62 0
-68 -127 -139 -144 -150 -75 0
-80 -127 -139 -144 -150 -87 0
-91 -127 -139 -144 -150 -98 0
-101 -127 -139 -144 -150 -108 0
-110 -127 -139 -144 -150 -117 0
-118 -127 -139 -144 -150 -125 0
-11 -133 -139 -144 -150 -17 0
-27 -133 -139 -144 -150 -33 0
-42 -133 -139 -144 -150 -48 0
-56 -133 -139 -144 -150 -62 0
-69 -133 -139 -144 -150 -75 0
-81 -133 -139 -144 -150 -87 0
-92 -133 -139 -144 -150 -98 0
-102 -133 -139 -144 -150 -108 0
-111 -133 -139 -144 -150 -117 0
-119 -133 -139 -144 -150 -125 0
-126 -133 -139 -144 -150 -132 0
-1 -18 -34 -60 -152 -17 0
-1 -18 -35 -73 -152 -17 0
-1 -19 -49 -73 -152 -17 0
-2 -34 -49 -73 -152 -17 0
-18 -34 -49 -73 -152 -33 0
-1 -18 -36 -85 -152 -17 0
-1 -19 -50 -85 -152 -17 0
-2 -34 -50 -85 -152 -17 0
-18 -34 -50 -85 -152 -33 0
-1 -20 -63 -85 -152 -17 0
-2 -35 -63 -85 -152 -17 0
-18 -35 -63 -85 -152 -33 0
-3 -49 -63 -85 -152 -17 0
-19 -49 -63 -85 -152 -33 0
-34 -49 -63 -85 -152 -48 0
-1 -18 -37 -96 -152 -17 0
-1 -19 -51 -96 -152 -17 0
-2 -34 -51 -96 -152 -17 0
-18 -34 -51 -96 -152 -33 0
-1 -20 -64 -96 -152 -17 0
-2 -35 -64 -96 -152 -17 0
-18 -35 -64 -96 -152 -33 0
-3 -49 -64 -96 -152 -17 0
-19 -49 -64 -96 -152 -33 0
-34 -49 -64 -96 -152 -48 0
-1 -21 -76 -96 -152 -17 0
-2 -36 -76 -96 -152 -17 0
-18 -36 -76 -96 -152 -33 0
-3 -50 -76 -96 -152 -17 0
-19 -50 -76 -96 -152 -33 0
-34 -50 -76 -96 -152 -48 0
-4 -63 -76 -96 -152 -17 0
-20 -63 -76 -96 -152 -33 0
-35 -63 -76 -96 -152 -48 0
-49 -63 -76 -96 -152 -62 0
-1 -18 -38 -106 -152 -17 0
-1 -19 -52 -106 -152 -17 0
-2 -34 -52 -106 -152 -17 0
-18 -34 -52 -106 -152 -33 0
-1 -20 -65 -106 -152 -17 0
-2 -35 -65 -106 -152 -17 0
-18 -35 -65 -106 -152 -33 0
-3 -49 -65 -106 -152 -17 0
-19 -49 -65 -106 -152 -33 0
-34 -49 -65 -106 -152 -48 0
-1 -21 -77 -106 -152 -17 0
-2 -36 -77 -106 -152 -17 0
-18 -36 -77 -106 -152 -33 0
-3 -50 -77 -106 -152 -17 0
-19 -50 -77 -106 -152 -33 0
-34 -50 -77 -106 -152 -48 0
-4 -63 -77 -106 -152 -17 0
-20 -63 -77 -106 -152 -33 0
-35 -63 -77 -106 -152 -48 0
-49 -63 -77 -106 -152 -62 0
-1 -22 -88 -106 -152 -17 0
-2 -37 -88 -106 -152 -17 0
-18 -37 -88 -106 -152 -33 0
-3 -51 -88 -106 -152 -17 0
-19 -51 -88 -106 -152 -33 0
-34 -51 -88 -106 -152 -48 0
-4 -64 -88 -106 -152 -17 0
-20 -64 -88 -106 -152 -33 0
-35 -64 -88 -106 -152 -48 0
-49 -64 -88 -106 -152 -62 0
-5 -76 -88 -106 -152 -17 0
-21 -76 -88 -106 -152 -33 0
-36 -76 -88 -106 -152 -48 0
-50 -76 -88 -106 -152 -62 0
-63 -76 -88 -106 -152 -75 0
-1 -18 -39 -115 -152 -17 0
-1 -19 -53 -115 -152 -17 0
-2 -34 -53 -115 -152 -17 0
-18 -34 -53 -115 -152 -33 0
-1 -20 -66 -115 -152 -17 0
-2 -35 -66 -115 -152 -17 0
-18 -35 -66 -115 -152 -33 0
-3 -49 -66 -115 -152 -17 0
-19 -49 -66 -115 -152 -33 0
-34 -49 -66 -115 -152 -48 0
-1 -21 -78 -115 -152 -17 0
-2 -36 -78 -115 -152 -17 0
-18 -36 -78 -115 -152 -33 0
-3 -50 -78 -115 -152 -17 0
-19 -50 -78 -115 -152 -33 0
-34 -50 -78 -115 -152 -48 0
-4 -63 -78 -115 -152 -17 0
-20 -63 -78 -115 -152 -33 0
-35 -63 -78 -115 -152 -48 0
-49 -63 -78 -115 -152 -62 0
-1 -22 -89 -115 -152 -17 0
-2 -37 -89 -115 -152 -17 0
-18 -37 -89 -115 -152 -33 0
-3 -51 -89 -115 -152 -17 0
-19 -51 -89 -115 -152 -33 0
-34 -51 -89 -115 -152 -48 0
-4 -64 -89 -115 -152 -17 0
-20 -64 -89 -115 -152 -33 0
-35 -64 -89 -115 -152 -48 0
-49 -64 -89 -115 -152 -62 0
-5 -76 -89 -115 -152 -17 0
-21 -76 -89 -115 -152 -33 0
-36 -76 -89 -115 -152 -48 0
-50 -76 -89 -115 -152 -62 0
-63 -76 -89 -115 -152 -75 0
-1 -23 -99 -115 -152 -17 0
-2 -38 -99 -115 -152 -17 0
-18 -38 -99 -115 -152 -33 0
-3 -52 -99 -115 -152 -17 0
-19 -52 -99 -115 -152 -33 0
-34 -52 -99 -115 -152 -48 0
-4 -65 -99 -115 -152 -17 0
-20 -65 -99 -115 -152 -33 0
-35 -65 -99 -115 -152 -48 0
-49 -65 -99 -115 -152 -62 0
-5 -77 -99 -115 -152 -17 0
-21 -77 -99 -115 -152 -33 0
-36 -77 -99 -115 -152 -48 0
-50 -77 -99 -115 -152 -62 0
-63 -77 -99 -115 -152 -75 0
-6 -88 -99 -115 -152 -17 0
-22 -88 -99 -115 -152 -33 0
-37 -88 -99 -115 -152 -48 0
-51 -88 -99 -115 -152 -62 0
-64 -88 -99 -115 -152 -75 0
-76 -88 -99 -115 -152 -87 0
-1 -18 -40 -123 -152 -17 0
-1 -19 -54 -123 -152 -17 0
-2 -34 -54 -123 -152 -17 0
-18 -34 -54 -123 -152 -33 0
-1 -20 -67 -123 -152 -17 0
-2 -35 -67 -123 -152 -17 0
-18 -35 -67 -123 -152 -33 0
-3 -49 -67 -123 -152 -17 0
-19 -49 -67 -123 -152 -33 0
-34 -49 -67 -123 -152 -48 0
-1 -21 -79 -123 -152 -17 0
-2 -36 -79 -123 -152 -17 0
-18 -36 -79 -123 -152 -33 0
-3 -50 -79 -123 -152 -17 0
-19 -50 -79 -123 -152 -33 0
-34 -50 -79 -123 -152 -48 0
-4 -63 -79 -123 -152 -17 0
-20 -63 -79 -123 -152 -33 0
-35 -63 -79 -123 -152 -48 0
-49 -63 -79 -123 -152 -62 0
-1 -22 -90 -123 -152 -17 0
-2 -37 -90 -123 -152 -17 0
-18 -37 -90 -123 -152 -33 0
-3 -51 -90 -123 -152 -17 0
-19 -51 -90 -123 -152 -33 0
-34 -51 -90 -123 -152 -48 0
-4 -64 -90 -123 -152 -17 0
-20 -64 -90 -123 -152 -33 0
-35 -64 -90 -123 -152 -48 0
-49 -64 -90 -123 -152 -62 0
-5 -76 -90 -123 -152 -17 0
-21 -76 -90 -123 -152 -33 0
-36 -76 -90 -123 -152 -48 0
-50 -76 -90 -123 -152 -62 0
-63 -76 -90 -123 -152 -75 0
-1 -23 -100 -123 -152 -17 0
-2 -38 -100 -123 -152 -17 0
-18 -38 -100 -123 -152 -33 0
-3 -52 -100 -123 -152 -17 0
-19 -52 -100 -123 -152 -33 0
-34 -52 -100 -123 -152 -48 0
-4 -65 -100 -123 -152 -17 0
-20 -65 -100 -123 -152 -33 0
-35 -65 -100 -123 -152 -48 0
-49 -65 -100 -123 -152 -62 0
-5 -77 -100 -123 -152 -17 0
-21 -77 -100 -123 -152 -33 0
-36 -77 -100 -123 -152 -48 0
-50 -77 -100 -123 -152 -62 0
-63 -77 -100 -123 -152 -75 0
-6 -88 -100 -123 -152 -17 0
-22 -88 -100 -123 -152 -33 0
-37 -88 -100 -123 -152 -48 0
-51 -88 -100 -123 -152 -62 0
-64 -88 -100 -123 -152 -75 0
-76 -88 -100 -123 -152 -87 0
-1 -24 -109 -123 -152 -17 0
-2 -39 -109 -123 -152 -17 0
-18 -39 -109 -123 -152 -33 0
-3 -53 -109 -123 -152 -17 0
-19 -53 -109 -123 -152 -33 0
-34 -53 -109 -123 -152 -48 0
-4 -66 -109 -123 -152 -17 0
-20 -66 -109 -123 -152 -33 0
-35 -66 -109 -123 -152 -48 0
-49 -66 -109 -123 -152 -62 0
-5 -78 -109 -123 -152 -17 0
-21 -78 -109 -123 -152 -33 0
-36 -78 -109 -123 -152 -48 0
-50 -78 -109 -123 -152 -62 0
-63 -78 -109 -123 -152 -75 0
-6 -89 -109 -123 -152 -17 0
-22 -89 -109 -123 -152 -33 0
-37 -89 -109 -123 -152 -48 0
-51 -89 -109 -123 -152 -62 0
-64 -89 -109 -123 -152 -75 0
-76 -89 -109 -123 -152 -87 0
-7 -99 -109 -123 -152 -17 0
-23 -99 -109 -123 -152 -33 0
-38 -99 -109 -123 -152 -48 0
-52 -99 -109 -123 -152 -62 0
-65 -99 -109 -123 -152 -75 0
-77 -99 -109 -123 -152 -87 0
-88 -99 -109 -123 -152 -98 0
-1 -18 -41 -130 -152 -17 0
-1 -19 -55 -130 -152 -17 0
-2 -34 -55 -130 -152 -17 0
-18 -34 -55 -130 -152 -33 0
-1 -20 -68 -130 -152 -17 0
-2 -35 -68 -130 -152 -17 0
-18 -35 -68 -130 -152 -33 0
-3 -49 -68 -130 -152 -17 0
-19 -49 -68 -130 -152 -33 0
-34 -49 -68 -130 -152 -48 0
-1 -21 -80 -130 -152 -17 0
-2 -36 -80 -130 -152 -17 0
-18 -36 -80 -130 -152 -33 0
-3 -50 -80 -130 -152 -17 0
-19 -50 -80 -130 -152 -33 0
-34 -50 -80 -130 -152 -48 0
-4 -63 -80 -130 -152 -17 0
-20 -63 -80 -130 -152 -33 0
-35 -63 -80 -130 -152 -48 0
-49 -63 -80 -130 -152 -62 0
-1 -22 -91 -130 -152 -17 0
-2 -37 -91 -130 -152 -17 0
-18 -37 -91 -130 -152 -33 0
-3 -51 -91 -130 -152 -17 0
-19 -51 -91 -130 -152 -33 0
-34 -51 -91 -130 -152 -48 0
-4 -64 -91 -130 -152 -17 0
-20 -64 -91 -130 -152 -33 0
-35 -64 -91 -130 -152 -48 0
-49 -64 -91 -130 -152 -62 0
-5 -76 -91 -130 -152 -17 0
-21 -76 -91 -130 -152 -33 0
-36 -76 -91 -130 -152 -48 0
-50 -76 -91 -130 -152 -62 0
-63 -76 -91 -130 -152 -75 0
-1 -23 -101 -130 -152 -17 0
-2 -38 -101 -130 -152 -17 0
-18 -38 -101 -130 -152 -33 0
-3 -52 -101 -130 -152 -17 0
-19 -52 -101 -130 -152 -33 0
-34 -52 -101 -130 -152 -48 0
-4 -65 -101 -130 -152 -17 0
-20 -65 -101 -130 -152 -33 0
-35 -65 -101 -130 -152 -48 0
-49 -65 -101 -130 -152 -62 0
-5 -77 -101 -130 -152 -17 0
-21 -77 -101 -130 -152 -33 0
-36 -77 -101 -130 -152 -48 0
-50 -77 -101 -130 -152 -62 0
-63 -77 -101 -130 -152 -75 0
-6 -88 -101 -130 -152 -17 0
-22 -88 -101 -130 -152 -33 0
-37 -88 -101 -130 -152 -48 0
-51 -88 -101 -130 -152 -62 0
-64 -88 -101 -130 -152 -75 0
-76 -88 -101 -130 -152 -87 0
-1 -24 -110 -130 -152 -17 0
-2 -39 -110 -130 -152 -17 0
-18 -39 -110 -130 -152 -33 0
-3 -53 -110 -130 -152 -17 0
-19 -53 -110 -130 -152 -33 0
-34 -53 -110 -130 -152 -48 0
-4 -66 -110 -130 -152 -17 0
-20 -66 -110 -130 -152 -33 0
-35 -66 -110 -130 -152 -48 0
-49 -66 -110 -130 -152 -62 0
-5 -78 -110 -130 -152 -17 0
-21 -78 -110 -130 -152 -33 0
-36 -78 -110 -130 -152 -48 0
-50 -78 -110 -130 -152 -62 0
-63 -78 -110 -130 -152 -75 0
-6 -89 -110 -130 -152 -17 0
-22 -89 -110 -130 -152 -33 0
-37 -89 -110 -130 -152 -48 0
-51 -89 -110 -130 -152 -62 0
-64 -89 -110 -130 -152 -75 0
-76 -89 -110 -130 -152 -87 0
-7 -99 -110 -130 -152 -17 0
-23 -99 -110 -130 -152 -33 0
-38 -99 -110 -130 -152 -48 0
-52 -99 -110 -130 -152 -62 0
-65 -99 -110 -130 -152 -75 0
-77 -99 -110 -130 -152 -87 0
-88 -99 -110 -130 -152 -98 0
-1 -25 -118 -130 -152 -17 0
-2 -40 -118 -130 -152 -17 0
-18 -40 -118 -130 -152 -33 0
-3 -54 -118 -130 -152 -17 0
-19 -54 -118 -130 -152 -33 0
-34 -54 -118 -130 -152 -48 0
-4 -67 -118 -130 -152 -17 0
-20 -67 -118 -130 -152 -33 0
-35 -67 -118 -130 -152 -48 0
-49 -67 -118 -130 -152 -62 0
-5 -79 -118 -130 -152 -17 0
-21 -79 -118 -130 -152 -33 0
-36 -79 -118 -130 -152 -48 0
-50 -79 -118 -130 -152 -62 0
-63 -79 -118 -130 -152 -75 0
-6 -90 -118 -130 -152 -17 0
-22 -90 -118 -130 -152 -33 0
-37 -90 -118 -130 -152 -48 0
-51 -90 -118 -130 -152 -62 0
-64 -90 -118 -130 -152 -75 0
-76 -90 -118 -130 -152 -87 0
-7 -100 -118 -130 -152 -17 0
-23 -100 -118 -130 -152 -33 0
-38 -100 -118 -130 -152 -48 0
-52 -100 -118 -130 -152 -62 0
-65 -100 -118 -130 -152 -75 0
-77 -100 -118 -130 -152 -87 0
-88 -100 -118 -130 -152 -98 0
-8 -109 -118 -130 -152 -17 0
-24 -109 -118 -130 -152 -33 0
-39 -109 -118 -130 -152 -48 0
-53 -109 -118 -130 -152 -62 0
-66 -109 -118 -130 -152 -75 0
-78 -109 -118 -130 -152 -87 0
-89 -109 -118 -130 -152 -98 0
-99 -109 -118 -130 -152 -108 0
-1 -18 -42 -136 -152 -17 0
-1 -19 -56 -136 -152 -17 0
